01:57:08.167,01:57:09.967
01:57:09.967,01:57:11.900
01:57:11.900,01:57:13.700
01:57:13.700,01:57:15.100
01:57:15.100,01:57:16.900
01:57:16.900,01:57:18.700
01:57:18.700,01:57:20.500
01:57:20.500,01:57:22.067
01:57:22.067,01:57:24.067
01:57:24.067,01:57:25.833
01:57:25.833,01:57:27.967
01:57:27.967,01:57:29.767
01:57:29.767,01:57:31.333
01:57:31.333,01:57:33.133
01:57:33.133,01:57:34.933
01:57:34.933,01:57:36.700
01:57:36.700,01:57:38.500
01:57:38.500,01:57:40.433
01:57:40.433,01:57:42.233
01:57:42.233,01:57:44.033
01:57:44.033,01:57:45.833
01:57:45.833,01:57:47.067
01:57:47.067,01:57:47.633
01:57:47.633,01:57:49.433
01:57:49.433,01:57:51.233
01:57:51.233,02:12:42.100
02:12:42.100,02:12:44.100
02:12:44.100,02:12:50.500
02:12:50.500,02:12:54.967
02:12:54.967,02:13:01.633
02:13:01.633,02:13:36.833
02:13:36.833,02:14:13.333
02:14:13.333,02:14:28.767
02:14:28.767,02:15:23.267
02:15:23.267,02:15:29.433
02:15:29.433,02:15:51.267
02:15:51.267,02:16:32.533
02:16:32.533,02:16:42.233
02:16:42.233,02:18:51.533
02:18:51.533,02:19:00.700
02:19:00.700,02:19:07.700
02:19:07.700,02:19:15.333
02:19:15.333,02:19:34.500
02:19:34.500,02:21:27.100
02:21:27.100,02:21:47.833
02:21:47.833,02:21:51.467
02:21:51.467,02:21:54.533
02:21:54.533,02:21:58.533
02:21:58.533,02:22:01.633
02:22:01.633,02:22:07.233
02:22:07.233,02:22:17.633
02:22:17.633,02:22:38.900
02:22:38.900,02:22:46.500
02:22:46.500,02:22:47.167
02:22:47.167,02:24:06.567
02:24:06.567,02:25:38.300
02:25:38.300,02:26:07.367
02:26:07.367,02:26:18.767
02:26:18.767,02:26:33.733
02:26:33.733,02:28:19.133
02:28:19.133,02:28:21.667
02:28:21.667,02:28:26.067
02:28:26.067,02:28:29.833
02:28:29.833,02:28:35.533
02:28:35.533,02:28:49.267
02:28:49.267,02:28:52.067
02:28:52.067,02:29:29.100
02:29:29.100,02:29:29.733
02:29:29.733,02:30:44.733
02:30:44.733,02:32:31.133
02:32:31.133,02:32:37.733
02:32:37.733,02:33:56.667
02:33:56.667,02:33:59.433
02:33:59.433,02:34:27.700
02:34:27.700,02:34:33.100
02:34:33.100,02:34:47.700
02:34:47.700,02:34:50.533
02:34:50.533,02:34:57.633
02:34:57.633,02:35:08.267
02:35:08.267,02:35:10.767
02:35:10.767,02:35:13.667
02:35:13.667,02:35:19.367
02:35:19.367,02:35:26.700
02:35:26.700,02:35:29.267
02:35:29.267,02:35:33.733
02:35:33.733,02:35:43.933
02:35:43.933,02:36:16.033
02:36:16.033,02:36:16.667
02:36:16.667,02:37:24.667
02:37:24.667,02:38:47.367
02:38:47.367,02:39:01.533
02:39:01.533,02:39:05.033
02:39:05.033,02:40:31.900
02:40:31.900,02:40:51.700
02:40:51.700,02:40:54.500
02:40:54.500,02:41:36.167
02:41:36.167,02:41:38.300
02:41:38.300,02:41:41.900
02:41:41.900,02:41:45.033
02:41:45.033,02:42:03.233
02:42:03.233,02:42:06.167
02:42:06.167,02:42:10.300
02:42:10.300,02:42:45.867
02:42:45.867,02:42:46.500
02:42:46.500,02:43:59.900
02:43:59.900,02:44:00.533
02:44:00.533,02:47:19.633
02:47:19.633,02:48:17.633
02:48:17.633,02:49:57.467
02:49:57.467,02:50:47.033
02:50:47.033,02:53:02.867
02:53:02.867,02:53:17.533
02:53:17.533,02:53:25.567
02:53:25.567,02:55:02.367
02:55:02.367,02:55:04.500
02:55:04.500,02:55:25.733
02:55:25.733,02:55:29.333
02:55:29.333,02:55:43.700
02:55:43.700,02:55:49.933
02:55:49.933,02:55:54.733
02:55:54.733,02:55:57.833
02:55:57.833,02:56:01.067
02:56:01.067,02:56:04.467
02:56:04.467,02:56:06.900
02:56:06.900,02:56:09.767
02:56:09.767,02:56:14.933
02:56:14.933,02:56:17.967
02:56:17.967,02:56:33.967
02:56:33.967,02:56:41.733
02:56:41.733,02:57:15.267
02:57:15.267,02:57:15.900
02:57:15.900,02:58:07.567
02:58:07.567,02:58:23.933
02:58:23.933,02:59:38.767
02:59:38.767,03:00:39.233
03:00:39.233,03:00:46.700
03:00:46.700,03:01:11.233
03:01:11.233,03:01:15.567
03:01:15.567,03:01:30.500
03:01:30.500,03:02:24.267
03:02:24.267,03:02:31.500
03:02:31.500,03:02:35.100
03:02:35.100,03:02:38.067
03:02:38.067,03:02:41.533
03:02:41.533,03:02:45.967
03:02:45.967,03:02:57.133
03:02:57.133,03:03:27.700
03:03:27.700,03:03:28.367
03:03:28.367,03:04:35.833
03:04:35.833,03:06:28.433
03:06:28.433,03:06:51.833
03:06:51.833,03:07:00.167
03:07:00.167,03:07:14.700
03:07:14.700,03:08:55.900
03:08:55.900,03:08:58.567
03:08:58.567,03:09:05.433
03:09:05.433,03:09:08.733
03:09:08.733,03:09:16.167
03:09:16.167,03:09:20.700
03:09:20.700,03:09:28.300
03:09:28.300,03:09:47.633
03:09:47.633,03:09:48.833
03:09:48.833,03:09:52.267
03:09:52.267,03:09:52.900
03:09:52.900,03:10:04.900
03:10:04.900,03:11:01.300
03:11:01.300,03:11:08.033
03:11:08.033,03:13:19.000
03:13:19.000,03:13:27.300
03:13:27.300,03:14:00.133
03:14:00.133,03:15:23.733
03:15:23.733,03:15:29.500
03:15:29.500,03:15:36.733
03:15:36.733,03:15:49.367
03:15:49.367,03:15:52.767
03:15:52.767,03:16:10.400
03:16:10.400,03:16:31.300
03:16:31.300,03:16:31.800
03:16:31.800,03:16:40.500
03:16:40.500,03:16:41.133
03:16:41.133,03:17:46.767
03:17:46.767,03:17:47.400
03:17:47.400,03:19:57.767
03:19:57.767,03:19:59.767
03:19:59.767,03:20:01.767
03:20:01.767,03:20:03.567
03:20:03.567,03:20:07.167
03:20:07.167,03:20:08.967
03:20:08.967,03:20:10.767
03:20:10.767,03:20:12.767
03:20:12.767,03:20:14.767
03:20:14.767,03:20:16.567
03:20:16.567,03:20:20.167
03:20:20.167,03:20:21.967
03:20:21.967,03:20:23.767
03:20:23.767,03:20:25.767
03:20:25.767,03:20:27.733
03:20:27.733,03:20:29.533
03:20:29.533,03:20:31.300
03:20:31.300,03:20:34.833
03:20:34.833,03:20:36.633
03:20:36.633,03:20:38.633
03:20:38.633,03:20:40.633
03:20:40.633,03:20:42.433
03:20:42.433,03:20:46.033
03:20:46.033,03:20:47.800
03:20:47.800,03:20:49.600
03:20:49.600,03:20:51.400
03:20:51.400,03:20:53.400
03:20:53.400,03:20:55.400
03:20:55.400,03:20:57.200
03:20:57.200,03:20:59.000
03:20:59.000,03:21:00.800
03:21:00.800,03:21:02.567
03:21:02.567,03:21:04.367
03:21:04.367,03:21:06.167
03:21:06.167,03:21:08.167
03:21:08.167,03:21:10.167
03:21:10.167,03:21:11.967
03:21:11.967,03:21:15.567
03:21:15.567,03:21:17.367
03:21:17.367,03:21:19.167
03:21:19.167,03:21:21.133
03:21:21.133,03:21:24.133
03:21:24.133,03:23:24.233
03:23:24.233,03:24:26.833
